label,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y
good_posture,0.002226412296295166,0.008890330791473389,-0.0024275779724121094,-0.00198286771774292,0.00046449899673461914,-0.00040775537490844727,-0.002391338348388672,0.0015153288841247559,0.0018375515937805176,-0.00010156631469726562,-0.0008138716220855713,0.0018051862716674805,0.0034409165382385254,-0.0005055069923400879
good_posture,0.003430783748626709,0.008239805698394775,-0.0016831457614898682,-0.0023572444915771484,0.00028073787689208984,-0.0016707181930541992,-0.0028831064701080322,0.0009073913097381592,0.0007076263427734375,-0.001529008150100708,-0.0020353198051452637,0.001260995864868164,0.0019805431365966797,-0.0020153820514678955
good_posture,0.004069507122039795,0.009559035301208496,-0.0006301701068878174,-0.0019199252128601074,0.0003020763397216797,-0.0021597743034362793,-0.0029968619346618652,0.000904083251953125,0.0011587738990783691,-0.0017273426055908203,-0.0019995272159576416,0.0013141036033630371,0.0023595094680786133,-0.0017087161540985107
good_posture,0.003479182720184326,0.00939035415649414,-0.0011039674282073975,-0.0024181008338928223,0.00033986568450927734,-0.0025004148483276367,-0.003053128719329834,0.0008795857429504395,0.0016307234764099121,-0.001983344554901123,-0.0017487108707427979,0.001250147819519043,0.002960681915283203,-0.0017502307891845703
good_posture,0.003386557102203369,0.008218705654144287,-0.0010550916194915771,-0.0021198391914367676,0.000217437744140625,-0.0021623969078063965,-0.002758502960205078,0.0007443130016326904,0.0015210509300231934,-0.0018368065357208252,-0.0016678869724273682,0.0009571611881256104,0.0026602745056152344,-0.0017102360725402832
good_posture,0.0030640363693237305,0.006596207618713379,-0.0016100108623504639,-0.002365708351135254,0.0005092620849609375,-0.0019285380840301514,-0.0027441084384918213,0.0009472966194152832,0.0018289685249328613,-0.0016886889934539795,-0.0014485716819763184,0.0009426772594451904,0.0029213428497314453,-0.0016039013862609863
good_posture,0.003067910671234131,0.006354391574859619,-0.001688927412033081,-0.005066215991973877,0.0003497004508972168,-0.0016249418258666992,-0.0028287768363952637,0.0008928179740905762,0.001333773136138916,-0.0015074610710144043,-0.0017635822296142578,0.0007615983486175537,0.0023236870765686035,-0.001476883888244629
good_posture,0.0024929046630859375,0.004931747913360596,-0.0018891394138336182,-0.005067765712738037,-1.3649463653564453e-05,-0.001285851001739502,-0.0029387474060058594,0.000828087329864502,0.00021320581436157227,-0.0011668205261230469,-0.002571582794189453,0.0007367134094238281,0.0009180903434753418,-0.0009989440441131592
good_posture,0.0021961331367492676,0.006122410297393799,-0.001189112663269043,-0.0073986053466796875,-0.00010287761688232422,-0.0010607242584228516,-0.002775520086288452,0.0010577142238616943,9.97781753540039e-05,-0.0011689066886901855,-0.0026401877403259277,0.0007757842540740967,0.0007193684577941895,-0.0007872581481933594
good_posture,0.0028740763664245605,0.008518457412719727,-0.0012634098529815674,-0.006114661693572998,-6.085634231567383e-05,-0.0010634064674377441,-0.0026948750019073486,0.0005718767642974854,0.0001575946807861328,-0.001284092664718628,-0.0026583075523376465,0.0004534721374511719,0.0005984902381896973,-0.001116245985031128
good_posture,0.003269493579864502,0.008918941020965576,-0.000827103853225708,-0.005111396312713623,7.009506225585938e-05,-0.0012395679950714111,-0.002506434917449951,0.00030997395515441895,0.0004481077194213867,-0.0015888214111328125,-0.002432197332382202,0.00012561678886413574,0.0009416937828063965,-0.0017668306827545166
good_posture,0.0038785934448242188,0.0082816481590271,-0.0007133781909942627,-0.000509798526763916,0.0002734661102294922,-0.0013046860694885254,-0.0024594664573669434,0.000495225191116333,0.0004202127456665039,-0.0015337169170379639,-0.0025398731231689453,0.00023353099822998047,0.0006812810897827148,-0.0015691816806793213
good_posture,0.004497051239013672,0.0056885480880737305,-0.0005146563053131104,-0.003876209259033203,0.000515282154083252,-0.0013037323951721191,-0.0023585855960845947,0.0002875328063964844,0.0007948875427246094,-0.0017383694648742676,-0.0024410784244537354,-3.3229589462280273e-05,0.0011722445487976074,-0.001934736967086792
good_posture,0.003210306167602539,0.006318628787994385,-0.0007978975772857666,-0.003891289234161377,0.0005931258201599121,-0.0013526082038879395,-0.0023729801177978516,0.00011208653450012207,0.001058042049407959,-0.0018751919269561768,-0.002319514751434326,-0.000311046838760376,0.0015982389450073242,-0.002428501844406128
good_posture,0.0025054216384887695,0.005837202072143555,-0.0016130805015563965,-0.007024049758911133,0.0005356073379516602,-0.0013455450534820557,-0.0024235546588897705,-0.00036075711250305176,0.0008156895637512207,-0.0019367337226867676,-0.002420753240585327,-0.0005276799201965332,0.0013239383697509766,-0.0027618706226348877
good_posture,0.0028009414672851562,0.007398247718811035,-0.0017387568950653076,-0.0075643062591552734,0.00044286251068115234,-0.0010268986225128174,-0.002463012933731079,-0.0006152987480163574,0.000521242618560791,-0.0014084577560424805,-0.002682924270629883,-0.0005247294902801514,0.0007737278938293457,-0.0022302865982055664
good_posture,0.0019894838333129883,0.004101395606994629,-0.0016779899597167969,-0.008103728294372559,0.0004183650016784668,-0.000746607780456543,-0.002394050359725952,-0.000653684139251709,0.0005260109901428223,-0.0011554956436157227,-0.002617776393890381,-0.0004025399684906006,0.0005825161933898926,-0.0018254518508911133
good_posture,0.0015273690223693848,0.003138303756713867,-0.0013026297092437744,-0.006899893283843994,0.0004474520683288574,-0.0007106363773345947,-0.002223581075668335,-0.0007756948471069336,0.000634610652923584,-0.0011079907417297363,-0.0024386048316955566,-0.00043898820877075195,0.0006554722785949707,-0.0017845630645751953
good_posture,0.0019426941871643066,0.002902507781982422,-0.0013090074062347412,-0.006929874420166016,0.0003094673156738281,-0.000661015510559082,-0.00212860107421875,-0.0008917152881622314,0.00045925378799438477,-0.0011912286281585693,-0.0024992823600769043,-0.0005625486373901367,0.00031238794326782227,-0.002027571201324463
good_posture,0.0031723976135253906,0.003534078598022461,-0.0011460483074188232,-0.006018579006195068,0.0003692507743835449,-0.0007907748222351074,-0.002044469118118286,-0.0009382069110870361,0.0004672408103942871,-0.0014594793319702148,-0.00248679518699646,-0.0007114410400390625,0.0002499818801879883,-0.0024304091930389404
